id_lugar,nombre,nombre_corto,id_lugar_tipo,tipo,id_lugar_sub_tipo,subtipo,id_titular,titular,fax,email,telefonos,calle,altura,bis,letra,piso,dpto,distrito,GEOJSON
1420,Club Biblioteca Arizona,Club Biblioteca Arizona,4,Recreación y Deportes,7,Clubes,4,Privado,,,Tel. 4859007,CHACABUCO,2213,0,,,,Centro,"{ ""type"": ""Feature"", ""properties"": { ""id_lugar"": 1420, ""nombre"": ""Club Biblioteca Arizona"", ""nombre_corto"": ""Club Biblioteca Arizona"", ""id_lugar_tipo"": 4, ""tipo"": ""Recreación y Deportes"", ""id_lugar_sub_tipo"": 7, ""subtipo"": ""Clubes"", ""id_titular"": 4, ""titular"": ""Privado"", ""fax"": """", ""email"": """", ""telefonos"": ""Tel. 4859007"", ""calle"": ""CHACABUCO"", ""altura"": 2213, ""bis"": 0, ""letra"": """", ""piso"": """", ""dpto"": """", ""distrito"": ""Centro"" }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.626902, -32.965917 ] } }"
1421,Club Biblioteca Rosario Oeste,Club Biblioteca Rosario Oeste,4,Recreación y Deportes,7,Clubes,4,Privado,,,,CHUBUT,5855,0,,,,Noroeste,"{ ""type"": ""Feature"", ""properties"": { ""id_lugar"": 1421, ""nombre"": ""Club Biblioteca Rosario Oeste"", ""nombre_corto"": ""Club Biblioteca Rosario Oeste"", ""id_lugar_tipo"": 4, ""tipo"": ""Recreación y Deportes"", ""id_lugar_sub_tipo"": 7, ""subtipo"": ""Clubes"", ""id_titular"": 4, ""titular"": ""Privado"", ""fax"": """", ""email"": """", ""telefonos"": """", ""calle"": ""CHUBUT"", ""altura"": 5855, ""bis"": 0, ""letra"": """", ""piso"": """", ""dpto"": """", ""distrito"": ""Noroeste"" }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.702637, -32.945474 ] } }"
1422,Club Bocha Hilarión,Club Bocha Hilarión,4,Recreación y Deportes,7,Clubes,4,Privado,,,,FUNES DEAN GREGORIO,1350,0,,,,Sur,"{ ""type"": ""Feature"", ""properties"": { ""id_lugar"": 1422, ""nombre"": ""Club Bocha Hilarión"", ""nombre_corto"": ""Club Bocha Hilarión"", ""id_lugar_tipo"": 4, ""tipo"": ""Recreación y Deportes"", ""id_lugar_sub_tipo"": 7, ""subtipo"": ""Clubes"", ""id_titular"": 4, ""titular"": ""Privado"", ""fax"": """", ""email"": """", ""telefonos"": """", ""calle"": ""FUNES DEAN GREGORIO"", ""altura"": 1350, ""bis"": 0, ""letra"": """", ""piso"": """", ""dpto"": """", ""distrito"": ""Sur"" }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.648985, -32.974916 ] } }"
1423,Club Bochin La Palmera,Club Bochin La Palmera,4,Recreación y Deportes,7,Clubes,4,Privado,,,,BIEDMA CRNEL. MANUEL,3251,0,,,,Sudoeste,"{ ""type"": ""Feature"", ""properties"": { ""id_lugar"": 1423, ""nombre"": ""Club Bochin La Palmera"", ""nombre_corto"": ""Club Bochin La Palmera"", ""id_lugar_tipo"": 4, ""tipo"": ""Recreación y Deportes"", ""id_lugar_sub_tipo"": 7, ""subtipo"": ""Clubes"", ""id_titular"": 4, ""titular"": ""Privado"", ""fax"": """", ""email"": """", ""telefonos"": """", ""calle"": ""BIEDMA CRNEL. MANUEL"", ""altura"": 3251, ""bis"": 0, ""letra"": """", ""piso"": """", ""dpto"": """", ""distrito"": ""Sudoeste"" }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.676405, -32.976194 ] } }"
1424,Club Buen Orden,Club Buen Orden,4,Recreación y Deportes,7,Clubes,4,Privado,,,,ESPAÑA,2127,0,,,,Centro,"{ ""type"": ""Feature"", ""properties"": { ""id_lugar"": 1424, ""nombre"": ""Club Buen Orden"", ""nombre_corto"": ""Club Buen Orden"", ""id_lugar_tipo"": 4, ""tipo"": ""Recreación y Deportes"", ""id_lugar_sub_tipo"": 7, ""subtipo"": ""Clubes"", ""id_titular"": 4, ""titular"": ""Privado"", ""fax"": """", ""email"": """", ""telefonos"": """", ""calle"": ""ESPAÑA"", ""altura"": 2127, ""bis"": 0, ""letra"": """", ""piso"": """", ""dpto"": """", ""distrito"": ""Centro"" }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.650370, -32.960694 ] } }"
1425,Club Atlético Central Córdoba,Club Atlético Central Córdoba,4,Recreación y Deportes,7,Clubes,4,Privado,,,Tel. 4860937,SAN MARTIN GRAL. JOSE,3250,0,,,,Sur,"{ ""type"": ""Feature"", ""properties"": { ""id_lugar"": 1425, ""nombre"": ""Club Atlético Central Córdoba"", ""nombre_corto"": ""Club Atlético Central Córdoba"", ""id_lugar_tipo"": 4, ""tipo"": ""Recreación y Deportes"", ""id_lugar_sub_tipo"": 7, ""subtipo"": ""Clubes"", ""id_titular"": 4, ""titular"": ""Privado"", ""fax"": """", ""email"": """", ""telefonos"": ""Tel. 4860937"", ""calle"": ""SAN MARTIN GRAL. JOSE"", ""altura"": 3250, ""bis"": 0, ""letra"": """", ""piso"": """", ""dpto"": """", ""distrito"": ""Sur"" }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.644039, -32.975295 ] } }"
1426,Club Centro Asturiano de Rosario,Club Centro Asturiano,4,Recreación y Deportes,7,Clubes,4,Privado,,,Tel. 4566143,WILDE DR. EDUARDO,560,0,,,,Noroeste,"{ ""type"": ""Feature"", ""properties"": { ""id_lugar"": 1426, ""nombre"": ""Club Centro Asturiano de Rosario"", ""nombre_corto"": ""Club Centro Asturiano"", ""id_lugar_tipo"": 4, ""tipo"": ""Recreación y Deportes"", ""id_lugar_sub_tipo"": 7, ""subtipo"": ""Clubes"", ""id_titular"": 4, ""titular"": ""Privado"", ""fax"": """", ""email"": """", ""telefonos"": ""Tel. 4566143"", ""calle"": ""WILDE DR. EDUARDO"", ""altura"": 560, ""bis"": 0, ""letra"": """", ""piso"": """", ""dpto"": """", ""distrito"": ""Noroeste"" }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.738906, -32.935321 ] } }"
1427,Club Ciclón BBC,Club Ciclón BBC,4,Recreación y Deportes,7,Clubes,4,Privado,,,,SAAVEDRA CORNELIO,642,0,,,,Sur,"{ ""type"": ""Feature"", ""properties"": { ""id_lugar"": 1427, ""nombre"": ""Club Ciclón BBC"", ""nombre_corto"": ""Club Ciclón BBC"", ""id_lugar_tipo"": 4, ""tipo"": ""Recreación y Deportes"", ""id_lugar_sub_tipo"": 7, ""subtipo"": ""Clubes"", ""id_titular"": 4, ""titular"": ""Privado"", ""fax"": """", ""email"": """", ""telefonos"": """", ""calle"": ""SAAVEDRA CORNELIO"", ""altura"": 642, ""bis"": 0, ""letra"": """", ""piso"": """", ""dpto"": """", ""distrito"": ""Sur"" }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.639796, -32.978955 ] } }"
1428,Club de Paracaidismo de Rosario,Club de Paracaidismo de Rosari,4,Recreación y Deportes,7,Clubes,4,Privado,,info@paracaidismorosario.com.ar <info@paracaidismorosario.com.ar,Cel. 0341 156-417799,IRIONDO GOBERNADOR SIMON,1729,0,,11° Piso,,Oeste,"{ ""type"": ""Feature"", ""properties"": { ""id_lugar"": 1428, ""nombre"": ""Club de Paracaidismo de Rosario"", ""nombre_corto"": ""Club de Paracaidismo de Rosari"", ""id_lugar_tipo"": 4, ""tipo"": ""Recreación y Deportes"", ""id_lugar_sub_tipo"": 7, ""subtipo"": ""Clubes"", ""id_titular"": 4, ""titular"": ""Privado"", ""fax"": """", ""email"": ""info@paracaidismorosario.com.ar <info@paracaidismorosario.com.ar"", ""telefonos"": ""Cel. 0341 156-417799"", ""calle"": ""IRIONDO GOBERNADOR SIMON"", ""altura"": 1729, ""bis"": 0, ""letra"": """", ""piso"": ""11° Piso"", ""dpto"": """", ""distrito"": ""Oeste"" }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.672351, -32.952073 ] } }"
1429,Club Social y Deportivo de Nuevo Alberdi,Club de Nuevo Alberdi,4,Recreación y Deportes,7,Clubes,4,Privado,,,,BOUCHARD HIPOLITO,2782,0,,,,Norte,"{ ""type"": ""Feature"", ""properties"": { ""id_lugar"": 1429, ""nombre"": ""Club Social y Deportivo de Nuevo Alberdi"", ""nombre_corto"": ""Club de Nuevo Alberdi"", ""id_lugar_tipo"": 4, ""tipo"": ""Recreación y Deportes"", ""id_lugar_sub_tipo"": 7, ""subtipo"": ""Clubes"", ""id_titular"": 4, ""titular"": ""Privado"", ""fax"": """", ""email"": """", ""telefonos"": """", ""calle"": ""BOUCHARD HIPOLITO"", ""altura"": 2782, ""bis"": 0, ""letra"": """", ""piso"": """", ""dpto"": """", ""distrito"": ""Norte"" }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.721987, -32.889947 ] } }"
1430,Duendes Rugby Club,Duendes Rugby Club,4,Recreación y Deportes,7,Clubes,4,Privado,,,Tel. 4641135,BATLLE Y ORDOÑEZ JOSE,3680,0,,,,Sudoeste,"{ ""type"": ""Feature"", ""properties"": { ""id_lugar"": 1430, ""nombre"": ""Duendes Rugby Club"", ""nombre_corto"": ""Duendes Rugby Club"", ""id_lugar_tipo"": 4, ""tipo"": ""Recreación y Deportes"", ""id_lugar_sub_tipo"": 7, ""subtipo"": ""Clubes"", ""id_titular"": 4, ""titular"": ""Privado"", ""fax"": """", ""email"": """", ""telefonos"": ""Tel. 4641135"", ""calle"": ""BATLLE Y ORDOÑEZ JOSE"", ""altura"": 3680, ""bis"": 0, ""letra"": """", ""piso"": """", ""dpto"": """", ""distrito"": ""Sudoeste"" }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.686725, -33.009887 ] } }"
1431,Club Echesortu,Club Echesortu,4,Recreación y Deportes,7,Clubes,4,Privado,,,,SAN NICOLAS,1350,0,,,,Centro,"{ ""type"": ""Feature"", ""properties"": { ""id_lugar"": 1431, ""nombre"": ""Club Echesortu"", ""nombre_corto"": ""Club Echesortu"", ""id_lugar_tipo"": 4, ""tipo"": ""Recreación y Deportes"", ""id_lugar_sub_tipo"": 7, ""subtipo"": ""Clubes"", ""id_titular"": 4, ""titular"": ""Privado"", ""fax"": """", ""email"": """", ""telefonos"": """", ""calle"": ""SAN NICOLAS"", ""altura"": 1350, ""bis"": 0, ""letra"": """", ""piso"": """", ""dpto"": """", ""distrito"": ""Centro"" }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.674172, -32.947163 ] } }"
1432,Club Social y Deportivo Edison,Club Social y Deportivo Edison,4,Recreación y Deportes,7,Clubes,4,Privado,,,Tel. 4374445,IGUAZU,350,1,,,,Norte,"{ ""type"": ""Feature"", ""properties"": { ""id_lugar"": 1432, ""nombre"": ""Club Social y Deportivo Edison"", ""nombre_corto"": ""Club Social y Deportivo Edison"", ""id_lugar_tipo"": 4, ""tipo"": ""Recreación y Deportes"", ""id_lugar_sub_tipo"": 7, ""subtipo"": ""Clubes"", ""id_titular"": 4, ""titular"": ""Privado"", ""fax"": """", ""email"": """", ""telefonos"": ""Tel. 4374445"", ""calle"": ""IGUAZU"", ""altura"": 350, ""bis"": 1, ""letra"": """", ""piso"": """", ""dpto"": """", ""distrito"": ""Norte"" }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.686356, -32.924352 ] } }"
1433,Club El Eslabón,Club El Eslabón,4,Recreación y Deportes,7,Clubes,4,Privado,,,Tel. 4824263,SARMIENTO DOMINGO FAUSTIN,2041,0,,,,Centro,"{ ""type"": ""Feature"", ""properties"": { ""id_lugar"": 1433, ""nombre"": ""Club El Eslabón"", ""nombre_corto"": ""Club El Eslabón"", ""id_lugar_tipo"": 4, ""tipo"": ""Recreación y Deportes"", ""id_lugar_sub_tipo"": 7, ""subtipo"": ""Clubes"", ""id_titular"": 4, ""titular"": ""Privado"", ""fax"": """", ""email"": """", ""telefonos"": ""Tel. 4824263"", ""calle"": ""SARMIENTO DOMINGO FAUSTIN"", ""altura"": 2041, ""bis"": 0, ""letra"": """", ""piso"": """", ""dpto"": """", ""distrito"": ""Centro"" }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.641760, -32.961209 ] } }"
1434,Club El Luchador,Club El Luchador,4,Recreación y Deportes,7,Clubes,4,Privado,,,Tel. 4395805,LIMA,1350,0,,,,Centro,"{ ""type"": ""Feature"", ""properties"": { ""id_lugar"": 1434, ""nombre"": ""Club El Luchador"", ""nombre_corto"": ""Club El Luchador"", ""id_lugar_tipo"": 4, ""tipo"": ""Recreación y Deportes"", ""id_lugar_sub_tipo"": 7, ""subtipo"": ""Clubes"", ""id_titular"": 4, ""titular"": ""Privado"", ""fax"": """", ""email"": """", ""telefonos"": ""Tel. 4395805"", ""calle"": ""LIMA"", ""altura"": 1350, ""bis"": 0, ""letra"": """", ""piso"": """", ""dpto"": """", ""distrito"": ""Centro"" }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.685055, -32.945211 ] } }"
1435,El Tala Club,El Tala Club,4,Recreación y Deportes,7,Clubes,4,Privado,,,Tel. 4855444,COCHABAMBA,570,0,,,,Centro,"{ ""type"": ""Feature"", ""properties"": { ""id_lugar"": 1435, ""nombre"": ""El Tala Club"", ""nombre_corto"": ""El Tala Club"", ""id_lugar_tipo"": 4, ""tipo"": ""Recreación y Deportes"", ""id_lugar_sub_tipo"": 7, ""subtipo"": ""Clubes"", ""id_titular"": 4, ""titular"": ""Privado"", ""fax"": """", ""email"": """", ""telefonos"": ""Tel. 4855444"", ""calle"": ""COCHABAMBA"", ""altura"": 570, ""bis"": 0, ""letra"": """", ""piso"": """", ""dpto"": """", ""distrito"": ""Centro"" }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.633818, -32.959651 ] } }"
1436,Club El Torito,Club El Torito,4,Recreación y Deportes,7,Clubes,4,Privado,,clubeltorito@hotmail.com,Tel. Tel. 4533552,GRANADEROS CAMINO DE LOS,2351,0,,,,Norte,"{ ""type"": ""Feature"", ""properties"": { ""id_lugar"": 1436, ""nombre"": ""Club El Torito"", ""nombre_corto"": ""Club El Torito"", ""id_lugar_tipo"": 4, ""tipo"": ""Recreación y Deportes"", ""id_lugar_sub_tipo"": 7, ""subtipo"": ""Clubes"", ""id_titular"": 4, ""titular"": ""Privado"", ""fax"": """", ""email"": ""clubeltorito@hotmail.com"", ""telefonos"": ""Tel. Tel. 4533552"", ""calle"": ""GRANADEROS CAMINO DE LOS"", ""altura"": 2351, ""bis"": 0, ""letra"": """", ""piso"": """", ""dpto"": """", ""distrito"": ""Norte"" }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.705664, -32.893422 ] } }"
1437,Club El Uruguayo,Club El Uruguayo,4,Recreación y Deportes,7,Clubes,4,Privado,,,,PAZ MARCOS,4778,0,,,,Centro,"{ ""type"": ""Feature"", ""properties"": { ""id_lugar"": 1437, ""nombre"": ""Club El Uruguayo"", ""nombre_corto"": ""Club El Uruguayo"", ""id_lugar_tipo"": 4, ""tipo"": ""Recreación y Deportes"", ""id_lugar_sub_tipo"": 7, ""subtipo"": ""Clubes"", ""id_titular"": 4, ""titular"": ""Privado"", ""fax"": """", ""email"": """", ""telefonos"": """", ""calle"": ""PAZ MARCOS"", ""altura"": 4778, ""bis"": 0, ""letra"": """", ""piso"": """", ""dpto"": """", ""distrito"": ""Centro"" }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.689471, -32.941762 ] } }"
1438,Club Español,Club Español,4,Recreación y Deportes,7,Clubes,4,Privado,,clubespanolrosario@arnet.com.ar,Tel. 4489889,RIOJA,1050,0,,,,Centro,"{ ""type"": ""Feature"", ""properties"": { ""id_lugar"": 1438, ""nombre"": ""Club Español"", ""nombre_corto"": ""Club Español"", ""id_lugar_tipo"": 4, ""tipo"": ""Recreación y Deportes"", ""id_lugar_sub_tipo"": 7, ""subtipo"": ""Clubes"", ""id_titular"": 4, ""titular"": ""Privado"", ""fax"": """", ""email"": ""clubespanolrosario@arnet.com.ar"", ""telefonos"": ""Tel. 4489889"", ""calle"": ""RIOJA"", ""altura"": 1050, ""bis"": 0, ""letra"": """", ""piso"": """", ""dpto"": """", ""distrito"": ""Centro"" }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.637730, -32.947720 ] } }"
